,gene_symbol,Plasmid,2dDox,7dDox,InSitu
1014,ARID2,4.231309555999667e-05,2.568630974889532e-05,2.6331099040404007e-05,1.4426450982738327e-05
1015,ARID3A,3.7611640497774816e-05,4.0117676938143706e-05,3.702070329662235e-05,5.714006075515964e-05
1016,ARID3B,5.069947486017619e-05,5.8894646837827227e-05,4.1162271377104934e-05,6.147742510291104e-05
1017,ARID3C,4.02800339114683e-05,2.6632484561459688e-05,3.278354538791883e-05,2.6967091379497788e-05
1018,ARID4A,4.447322356155805e-05,3.572015255320572e-05,5.694021024768237e-05,4.667381200297694e-05
1019,ARID4B,5.590919533453012e-05,7.341086947915494e-05,4.968981605288258e-05,6.873779585892966e-05
1020,ARID5A,4.8793479564680846e-05,7.685977452102886e-05,4.201457932531292e-05,4.582519723928644e-05
1021,ARID5B,5.0191209448044094e-05,4.24915819738494e-05,8.70686965495551e-05,7.005786326911488e-05
1022,ARIH1,4.726868332828456e-05,5.044230540915867e-05,1.4116864012747826e-05,8.957600283399615e-06
1023,ARIH2,6.366024286954453e-05,5.795315586512223e-05,6.047788341686253e-05,5.148262899722305e-05
1024,ARIH2OS,3.6849242379576674e-05,5.498314373787763e-05,2.821244069562512e-05,3.17759083737439e-05
1025,ARL1,4.002590120540225e-05,4.5628454097458275e-05,2.1002155380303218e-05,1.7820910037500288e-05
1026,ARL10,8.589685465032355e-05,0.00010539207990516276,6.556084911160651e-05,6.986928221051699e-05
1027,ARL11,4.3837891796392945e-05,4.679516738272163e-05,4.275144207696268e-05,3.9036279129762534e-05
1028,ARL13A,4.0915365676633414e-05,2.5602826084181495e-05,5.337904462076475e-05,5.119975740932622e-05
1029,ARL13B,4.2821360972128757e-05,5.5410592360658375e-05,6.440060190916318e-05,5.987448610482901e-05
1030,ARL14,4.892054591771386e-05,5.344682685954018e-05,4.809386882338928e-05,4.8653913118254745e-05
1031,ARL14EP,4.561682073885526e-05,2.8524587046590934e-05,4.143431417557564e-05,4.365651506541075e-05
1032,ARL14EPL,3.53244461431804e-05,1.7271329529821607e-05,4.562271178734999e-05,4.4788001416998076e-05
1033,ARL15,4.815814779951573e-05,5.0219781851185006e-05,4.996383035397936e-05,4.516516353419384e-05
1034,ARL16,5.260547015567153e-05,5.53173662937288e-05,5.500464771713955e-05,5.1671210055820936e-05
1035,ARL17A,4.002590120540225e-05,4.978194363511513e-05,3.036561744663443e-05,1.8292362683995e-05
1036,ARL17B,7.496914828948359e-06,3.857786609564635e-06,5.520588647614681e-06,4.620235935648222e-06
1037,ARL2,6.899702969693151e-05,7.205100010642377e-05,6.70831011946297e-06,4.431654877050336e-06
1038,ARL2BP,4.981001038894502e-05,6.1084674895065e-05,4.023911899168639e-05,3.8659117012566754e-05
1039,ARL3,5.362200097993572e-05,5.5245041230986125e-05,5.534924150695617e-05,4.8182460471760034e-05
1040,ARL4A,1.969528472011857e-05,1.0889388825187671e-05,1.308802677027704e-05,1.4897903629233045e-05
1041,ARL4C,4.853934685861479e-05,4.105455910847783e-05,5.387216495199212e-05,3.781050224887627e-05
1042,ARL4D,4.80310814464827e-05,3.058278094253901e-05,2.9936604484563966e-05,2.4798409205622087e-05
1043,ARL5A,7.319021934702125e-05,6.336938451831049e-05,7.540763549099296e-05,6.996357273981594e-05
1044,ARL5B,3.964470214630318e-05,2.086284611336915e-05,5.0300101468341267e-05,5.308556799530509e-05
1045,ARL5C,4.917467862377991e-05,4.88930424090957e-05,4.496650449591374e-05,4.007347495205091e-05
1046,ARL6,5.0445342154110134e-05,4.0300291352440794e-05,0.00011230658093265898,9.975937999828203e-05
1047,ARL6IP1,4.205896285393062e-05,2.142341774291484e-05,2.1000926652297774e-05,3.0833003080754464e-05
1048,ARL6IP4,4.434615720852503e-05,3.69851507519859e-05,5.406645979906118e-05,3.799908330747416e-05
1049,ARL6IP5,3.227485367038785e-05,3.394506027624282e-05,4.8669170396907546e-05,5.1576919526522e-05
1050,ARL6IP6,3.964470214630318e-05,3.3718705284288774e-05,2.0264419418116954e-05,2.0932497504365414e-05
1051,ARL8A,6.531210545897384e-05,6.096916204663809e-05,4.114574498205854e-05,3.3661718959722765e-05
1052,ARL8B,4.942881132984596e-05,3.6753324112943256e-05,4.3555526802860245e-05,4.865391311825475e-05
1053,ARL9,5.6671593452728264e-05,4.255982997922283e-05,9.994161062285919e-05,5.9780195575530055e-05
1054,ARMC1,5.247840380263851e-05,6.21517475447538e-05,5.779401741335518e-05,7.260370756018635e-05
1055,ARMC10,3.735750779170876e-05,5.401230433425457e-05,1.6011848095199476e-05,2.1686821738756964e-05
1056,ARMC12,7.954353699867241e-05,9.610844156896504e-05,8.117707104320895e-05,9.579917776772641e-05
1057,ARMC2,4.2821360972128757e-05,2.451412503843199e-05,4.642462934806273e-05,5.270840587810931e-05
1058,ARMC3,4.0915365676633414e-05,5.1418095221732505e-05,5.2986756165156624e-05,5.412276381759347e-05
1059,ARMC4,5.6290394393629197e-05,5.065656625462255e-05,5.541894635506068e-05,7.279228861878424e-05
1060,ARMC5,5.7433991570926405e-05,0.00010333854816435116,2.2182878804494872e-05,2.6872800850198843e-05
1061,ARMC6,5.311373556780362e-05,4.4043992320261916e-05,6.735828007518391e-05,4.148783289153506e-05
1062,ARMC7,5.5273863569365015e-05,5.032803534068188e-05,3.688761742895228e-06,9.617633988492218e-06
1063,ARMC8,4.866641321164781e-05,2.5748540638480068e-05,3.780507350132579e-05,3.130445572724918e-05
1064,ARMC9,4.853934685861479e-05,5.2388770250746974e-05,5.4345964745029844e-05,4.450512982910125e-05
1065,ARMCX1,5.4257332745100834e-05,4.664132343086456e-05,7.893841901342359e-05,7.316945073598001e-05
1066,ARMCX2,5.0826541213209215e-05,4.065984413773745e-05,6.940326427886043e-05,5.402847328829452e-05
1067,ARMCX3,3.303725178858598e-05,2.023227094931768e-05,4.917461330946994e-05,6.279749251309624e-05
1068,ARMCX4,4.4981488973690146e-05,3.81641182716249e-05,8.77393380981504e-05,7.46780992047631e-05
1069,ARMCX5,3.430791531891621e-05,3.5980477274803864e-05,7.219675082830845e-05,6.383468833538462e-05
1070,ARMCX5-GPRASP2,4.828521415254875e-05,4.129220019228334e-05,6.43493315799822e-05,4.554232565138962e-05
1071,ARMCX6,4.9937076741978054e-05,5.190613081720042e-05,5.727846417477303e-05,5.185979111441882e-05
1072,ARMH2,2.1220080956514845e-05,1.752824298212025e-05,2.1775072221420417e-05,1.5840808922222477e-05
1073,ARMS2,7.954353699867241e-05,8.505940034045759e-05,7.703574799652917e-05,7.656390979074198e-05
1074,ARMT1,4.053416661753434e-05,2.3427931902444726e-05,4.939530323165435e-05,5.798867551885014e-05
1075,ARNT,5.197013839050642e-05,3.121216894081339e-05,7.102139887771087e-05,4.969110894054313e-05
1076,ARNT2,5.590919533453012e-05,7.719512399508408e-05,5.386423835109796e-05,5.468850699338712e-05
1077,ARNTL,5.641746074666222e-05,5.006771174659131e-05,5.954340122278016e-05,4.309077188961709e-05
1078,ARNTL2,4.7014550622218516e-05,4.0859664990913886e-05,3.687151091601428e-05,4.111067077433928e-05
1079,ARPC1A,3.811990590990691e-05,3.1310170405457164e-05,3.584706988115653e-05,3.158732731514601e-05
1080,ARPC1B,5.2224271096572464e-05,3.648026644463882e-05,3.699567234223165e-05,3.3756009489021704e-05
1081,ARPC2,5.362200097993571e-05,5.0094799950460214e-05,2.484823516825638e-05,2.0838206975066473e-05
1082,ARPC3,2.8971128491529246e-05,4.571326143912492e-05,8.47661877428172e-06,1.0843410869378482e-05
1083,ARPC4,4.028003391146829e-05,3.951104861478775e-05,5.193308511787432e-06,8.108985519709125e-06
1084,ARPC4-TTLL3,4.332962638426085e-05,5.679036777101613e-05,5.05796740684686e-05,4.129925183293717e-05
1085,ARPC5,5.0445342154110134e-05,4.480472923155327e-05,5.285150622949308e-05,4.2996481360318155e-05
1086,ARPC5L,3.850110496900598e-05,3.7597321802364676e-05,3.546675288205728e-05,1.876381533048972e-05
1087,ARPIN,6.340611016347849e-05,7.898771369140484e-05,7.485405509333838e-05,7.769539614232929e-05
1088,ARPP19,4.688748426918549e-05,6.33221611308269e-05,3.462365807716913e-05,3.837624542466993e-05
1089,ARPP21,4.904761227074688e-05,4.499241216074407e-05,4.529510532984197e-05,4.44108392998023e-05
1090,ARR3,4.358375909032689e-05,4.7988430402898646e-05,6.23056300585828e-05,5.346273011250086e-05
1091,ARRB1,5.1716005684440377e-05,2.953286511109415e-05,4.092958668476742e-05,4.780529835456427e-05
1092,ARRB2,5.2224271096572464e-05,7.571899358121526e-05,7.139456991057067e-05,5.0822595292130445e-05
1093,ARRDC1,5.654452709969525e-05,6.832091381243236e-05,4.189840171327252e-05,4.629664988578117e-05
1094,ARRDC2,4.993707674197804e-05,4.671100350363559e-05,5.391683988597838e-05,4.525945406349279e-05
1095,ARRDC3,4.218602920696364e-05,4.542166533069209e-05,6.787411611894074e-05,7.128364015000114e-05
1096,ARRDC4,6.150011486798314e-05,5.7984434586885744e-05,7.884970227384548e-05,7.844972037672083e-05
1097,ARRDC5,4.218602920696364e-05,4.1061133241830416e-05,4.428009219692185e-05,5.3934182758995575e-05
1098,ARSA,3.1385389199156686e-05,2.9705613655766194e-05,5.374772919175495e-05,3.715046854378367e-05
1099,ARSB,4.066123297056737e-05,3.737816041865592e-05,4.352276315123107e-05,4.478800141699807e-05
1100,ARSD,7.763754170317707e-05,6.90486016971197e-05,7.292230567710315e-05,7.826113931812296e-05
1101,ARSE,4.14236310887655e-05,5.751916218708924e-05,4.511706328226095e-05,4.337364347751392e-05
1102,ARSF,5.158893933140734e-05,6.068672025056245e-05,2.9581068636835538e-05,3.0172969375661862e-05
1103,ARSG,3.672217602654365e-05,3.491767631661989e-05,4.214326763507936e-05,4.610806882718328e-05
1104,ARSH,4.63792188570534e-05,4.049514964403332e-05,7.656287903371545e-05,5.732864181375754e-05
1105,ARSI,4.3075493678194804e-05,3.4343572612682544e-05,4.3644992285601686e-05,4.544803512209068e-05
1106,ARSJ,8.488032382605938e-05,8.062104868554663e-05,8.584089300092796e-05,8.882167859960459e-05
1107,ARSK,3.8628171322039e-05,4.7855028445586525e-05,6.005638153527098e-05,3.205877996164073e-05
1108,ART1,5.8069323336091526e-05,3.846253282211036e-05,3.355254009024514e-05,3.1021584139352354e-05
1109,ART3,3.3926716259817143e-05,2.8940865459552566e-05,4.157629193930124e-05,3.781050224887626e-05
1110,ART4,8.72945845336868e-05,9.534837925955893e-05,7.23454224069225e-05,7.590387608564936e-05
1111,ART5,4.269429461909573e-05,3.679380731500795e-05,2.3813189210317153e-05,2.187540279735485e-05
1112,ARTN,6.086478310281803e-05,7.919692309468041e-05,4.863346864141778e-05,5.864870922394274e-05
1113,ARV1,3.595977790834551e-05,2.6032853233707626e-05,6.637223921211776e-05,4.544803512209068e-05
1114,ARVCF,4.574388709188829e-05,5.5059641962844e-05,2.9283993497817072e-05,3.0078678846362917e-05
1115,ARX,4.421909085549201e-05,3.08145082136288e-05,4.79071332167079e-05,2.3761213383333713e-05
1116,AS3MT,5.6290394393629197e-05,8.14062506347107e-05,5.86589840587628e-05,5.92144523997364e-05
1117,ASAH1,5.2478403802638504e-05,4.096557544772426e-05,6.196146464273233e-05,6.100597245641632e-05
1118,ASAH2,5.324080192083664e-05,3.5547241371033726e-05,6.806996687868111e-05,7.496097079265992e-05
1119,ASAH2B,4.828521415254875e-05,4.503631094766563e-05,7.151663612261023e-05,6.534333680416771e-05
1120,ASAP1,4.218602920696364e-05,4.4616774961610056e-05,4.4417419659756746e-05,3.403888107691853e-05
1121,ASAP2,4.7014550622218516e-05,5.500983173149405e-05,5.303466775199113e-05,5.695147969656177e-05
1122,ASAP3,3.939056944023714e-05,4.1710762607333184e-05,3.4159468775407234e-05,3.385030001832065e-05
1123,ASB1,5.069947486017619e-05,4.859413065830123e-05,4.48110977753667e-05,5.00682710577389e-05
1124,ASB10,5.273253650870456e-05,7.82617310214764e-05,4.182767107233828e-05,5.365131117109874e-05
1125,ASB11,4.5998019797954335e-05,3.580028440341375e-05,5.260711659307438e-05,6.35518167474878e-05
1126,ASB12,4.777694874041665e-05,4.4359620300314775e-05,5.8691937834300356e-05,5.9497323987633234e-05
1127,ASB13,4.4854422620657126e-05,4.213801439858369e-05,4.858259611186575e-05,4.0544927598545626e-05
1128,ASB14,7.128422405152591e-05,6.991696577507361e-05,8.328880903846135e-05,7.741252455443245e-05
1129,ASB15,3.494324708408133e-05,3.0465919430663542e-05,3.408103073587887e-05,4.695668359087377e-05
1130,ASB16,5.044534215411014e-05,5.0121883805566536e-05,3.0182555366478517e-05,3.1493036785847065e-05
1131,ASB17,4.2694294619095736e-05,3.1558366512142804e-05,6.0431311241789656e-05,5.317985852460403e-05
1132,ASB18,3.6468043320477614e-05,3.9565504891072986e-05,4.885920662703127e-05,3.733904960238156e-05
1133,ASB2,6.213544663314826e-05,5.778047863169673e-05,7.434231844536985e-05,7.015215379841384e-05
1134,ASB3,7.319021934702125e-05,6.35933091200837e-05,6.016396495238309e-05,4.3467934006812866e-05
1135,ASB4,3.9771768499336205e-05,3.4790662082090545e-05,4.411872135258219e-05,5.00682710577389e-05
1136,ASB5,6.518503910594081e-05,6.337241316693337e-05,7.990159329219076e-05,7.656390979074198e-05
1137,ASB6,4.790401509344968e-05,6.0875070474676444e-05,2.2071617830696345e-05,2.5458442910714695e-05
1138,ASB7,6.658276898930406e-05,5.5933899981527245e-05,7.983519279403616e-05,8.94817123046972e-05
1139,ASB8,7.535034734858265e-05,6.362929566871423e-05,7.105361203327603e-05,6.534333680416771e-05
1140,ASB9,5.514679721633199e-05,8.883082238927283e-05,4.6954383035023714e-05,5.119975740932622e-05
1141,ASCC1,5.1334806625341296e-05,4.3932078643697544e-05,3.985385233713879e-05,3.535894848710374e-05
1142,ASCC2,6.035651769068593e-05,3.701376850398814e-05,4.8336141485915316e-05,5.7045770225860705e-05
1143,ASCC3,7.7256342644078e-05,7.500444988453115e-05,1.3739073647127247e-05,2.2063983855952737e-05
1144,ASCL1,2.9225261197595293e-05,2.0422707361431895e-05,3.6078510176859325e-05,3.347313790112488e-05
1145,ASCL2,4.231309555999666e-05,3.2394454308610346e-05,4.561157278922318e-05,4.016776548134985e-05
1146,ASCL3,5.374906733296874e-05,6.236602619919512e-05,3.261732811038061e-05,2.4326956559127376e-05
1147,ASCL4,4.6760417916152476e-05,4.6318418292675284e-05,3.46955604583027e-05,3.6584725367990005e-05
1148,ASCL5,4.218602920696364e-05,4.564021538804807e-05,5.051463964510046e-05,4.4788001416998076e-05
1149,ASDURF,5.209720474353943e-05,3.686885505467598e-05,1.1889310602863251e-05,1.5086484687830931e-05
1150,ASF1A,4.231309555999666e-05,3.7646142559364255e-05,2.07904933994604e-05,2.8947192494775595e-05
1151,ASF1B,4.371082544335992e-05,3.582759170868243e-05,3.5319994134242556e-05,3.8376245424669926e-05
1152,ASGR1,5.031827580107712e-05,4.2857573773128944e-05,5.605357767633355e-05,4.9031075235450525e-05
1153,ASGR2,3.418084896588319e-05,4.185349724548543e-05,4.297358956245865e-05,3.922486018836042e-05
1154,ASH1L,3.9644702146303185e-05,3.2711719662995286e-05,4.5025165017115474e-05,4.1582123420834e-05
1155,ASH2L,5.184307203747339e-05,3.432311044914327e-05,1.9701956403332775e-05,1.6595133156614024e-05
1156,ASIC1,4.8031081446482704e-05,8.086815916005574e-05,2.4641706443150346e-05,2.6401348203704128e-05
1157,ASIC2,5.3367868273869665e-05,5.0092817633863915e-05,7.736331591882994e-05,6.741772844874448e-05
1158,ASIC3,3.9009370381138064e-05,3.226290454028149e-05,4.585955744460042e-05,4.9031075235450525e-05
1159,ASIC4,4.244016191302969e-05,4.85582286322762e-05,5.5117461659782716e-05,3.8564826483267816e-05
1160,ASIC5,5.6036261687563156e-05,6.158435857517422e-05,8.379800496394373e-05,8.137272678498809e-05
1161,ASIP,4.040710026450132e-05,3.523764505755385e-05,5.071641254008419e-05,4.7522426766667425e-05
1162,ASL,5.705279251182733e-05,4.249857427304909e-05,6.278909112468047e-05,6.939782956402228e-05
1163,ASMT,7.280902028792218e-05,7.218000311595842e-05,7.711546015728227e-05,8.552151007414159e-05
1164,ASMTL,5.108067391927525e-05,4.6969096084677124e-05,4.054489641440812e-05,2.989009778776503e-05
1165,ASNA1,4.4854422620657126e-05,4.1746481809583126e-05,2.799280944009543e-05,1.932955850628338e-05
1166,ASNS,5.146187297837432e-05,6.488215095439102e-05,3.3881637306101565e-05,2.3289760736838998e-05
1167,ASNSD1,4.485442262065713e-05,3.4892822781046125e-05,4.570421444570505e-05,4.1770704479431884e-05
1168,ASPA,5.0953607566242235e-05,5.6180242097501715e-05,6.52529243241517e-05,5.648002705006704e-05
1169,ASPDH,3.939056944023714e-05,2.887146708826954e-05,4.875655840894124e-05,6.383468833538462e-05
1170,ASPG,3.7865773203840856e-05,2.46924749548863e-05,2.1514497480871128e-05,2.5929895557209413e-05
1171,ASPH,6.442264098774268e-05,6.564394779866596e-05,7.778491543567194e-05,8.53329290155437e-05
1172,ASPHD1,4.155069744179853e-05,3.876138436580387e-05,4.29612157980761e-05,4.874820364755369e-05
1173,ASPHD2,3.430791531891622e-05,5.3894158553674885e-05,3.296621194631877e-05,2.4892699734921032e-05
1174,ASPM,4.053416661753434e-05,3.32379305986692e-05,3.487728576664466e-05,2.1215369092262246e-05
1175,ASPN,4.0407100264501326e-05,3.5556801976274347e-05,6.022625149817457e-05,6.0157357692725835e-05
1176,ASPRV1,5.2605470155671524e-05,3.543562982530712e-05,5.1934753433174866e-05,7.524384238055677e-05
1177,ASPSCR1,4.3202560031227824e-05,2.805765673700183e-05,3.411286400686955e-05,3.922486018836042e-05
1178,ASRGL1,5.997531863158687e-05,5.455738935017289e-05,6.448143006771998e-05,5.1482628997223047e-05
1179,ASS1,5.4511465451166874e-05,4.7148650039741256e-05,2.1946422314535206e-05,2.8287158789682993e-05
1180,ASTE1,4.218602920696364e-05,3.8337720713736665e-05,4.6453545388536264e-05,6.053451980992161e-05
1181,ASTL,2.782753131423204e-05,3.062092660897861e-05,1.7956481379787054e-05,1.4332160453439383e-05
1182,ASTN1,6.416850828167662e-05,4.815290322043359e-05,5.2130950601268305e-05,3.931915071765936e-05
1183,ASTN2,5.374906733296873e-05,4.3529437261319874e-05,8.185838608790325e-05,6.0817391397818436e-05
1184,ASXL1,5.90858541603557e-05,7.725085070330486e-05,4.873463759758178e-05,3.997918442275197e-05
1185,ASXL2,7.052182593332778e-05,7.641778589778153e-05,7.189165722491275e-05,6.081739139781844e-05
1186,ASXL3,4.599801979795433e-05,2.3873237620155045e-05,5.451217107839909e-05,6.157171563221e-05
1187,ASZ1,5.209720474353944e-05,5.4786831647045047e-05,5.701348896127416e-05,4.582519723928646e-05
1188,ATAD1,4.142363108876551e-05,4.250378314092495e-05,4.714768105941688e-05,3.781050224887627e-05
1189,ATAD2,3.81199059099069e-05,3.0201899008258287e-05,1.804192909613789e-05,1.791520056679923e-05
1190,ATAD2B,5.184307203747339e-05,5.872253993801384e-05,6.644951870289628e-05,6.251462092519942e-05
1191,ATAD3A,6.683690169537011e-05,5.9032755616039174e-05,0.0001177437786155768,9.221613765436657e-05
1192,ATAD3B,3.227485367038785e-05,2.0496874211022408e-05,1.69708099575883e-05,2.4892699734921035e-05
1193,ATAD3C,3.6595109673510634e-05,3.188639475806709e-05,3.874346583125606e-05,4.0827799186442454e-05
1194,ATAD5,5.4130266392067813e-05,5.506341144108195e-05,2.1049518413532088e-05,2.1498240680159074e-05
1195,ATAT1,5.654452709969525e-05,6.015748540584615e-05,6.293052343529674e-05,5.138833846792411e-05
1196,ATCAY,3.824697226293993e-05,3.683160754669526e-05,3.7192611963437816e-05,3.554752954570163e-05
1197,ATE1,4.409202450245899e-05,3.659059258007867e-05,6.319460227780066e-05,6.694627580224975e-05
1198,ATF1,3.913643673417109e-05,6.667092820120588e-05,1.9376340661048275e-05,2.2252564914550624e-05
1199,ATF2,4.155069744179853e-05,4.4692796602584994e-05,6.629434658533481e-05,5.9685905046231124e-05
1200,ATF3,5.705279251182734e-05,6.764034732876751e-05,7.235304613151984e-05,8.542721954484265e-05
1201,ATF4,4.5870953444921315e-05,8.436434728067283e-05,3.988022204039958e-05,3.517036742850586e-05
1202,ATF5,4.7014550622218516e-05,4.01221306925286e-05,4.0746852343011586e-05,3.5924691662897404e-05
1203,ATF6,4.320256003122783e-05,4.240095425929483e-05,4.966284380171732e-05,4.29021908310192e-05
